,open,high,low,close,adjclose,volume,ticker
2021-12-31,29.920000076293945,30.780000686645508,28.829999923706055,28.950000762939453,28.950000762939453,157500,NRIX
2022-01-03,28.959999084472656,29.795000076293945,28.0,29.649999618530273,29.649999618530273,233000,NRIX
2022-01-04,30.040000915527344,30.520000457763672,28.520000457763672,28.84000015258789,28.84000015258789,212100,NRIX
2022-01-05,29.040000915527344,29.040000915527344,27.0,27.75,27.75,329700,NRIX
2022-01-06,27.639999389648438,28.139999389648438,27.010000228881836,27.56999969482422,27.56999969482422,321700,NRIX
2022-01-07,27.559999465942383,28.100000381469727,27.149999618530273,27.65999984741211,27.65999984741211,676300,NRIX
2022-01-10,27.139999389648438,27.139999389648438,22.25,23.270000457763672,23.270000457763672,610200,NRIX
2022-01-11,23.100000381469727,24.8700008392334,22.155000686645508,24.56999969482422,24.56999969482422,448800,NRIX
2022-01-12,24.540000915527344,24.920000076293945,23.850000381469727,23.969999313354492,23.969999313354492,407100,NRIX
2022-01-13,23.829999923706055,24.149999618530273,22.059999465942383,22.15999984741211,22.15999984741211,275300,NRIX
2022-01-14,22.020000457763672,23.40999984741211,21.549999237060547,23.239999771118164,23.239999771118164,334300,NRIX
2022-01-18,22.700000762939453,22.700000762939453,19.770000457763672,19.889999389648438,19.889999389648438,463600,NRIX
2022-01-19,19.850000381469727,20.325000762939453,19.139999389648438,19.489999771118164,19.489999771118164,523500,NRIX
2022-01-20,19.5,20.499000549316406,18.700000762939453,18.889999389648438,18.889999389648438,320000,NRIX
2022-01-21,18.65999984741211,19.80500030517578,18.5,19.110000610351562,19.110000610351562,446800,NRIX
2022-01-24,18.93000030517578,19.639999389648438,18.5,19.6200008392334,19.6200008392334,683900,NRIX
2022-01-25,19.360000610351562,19.899999618530273,18.760000228881836,19.5,19.5,271700,NRIX
2022-01-26,19.610000610351562,20.295000076293945,18.3799991607666,18.520000457763672,18.520000457763672,304300,NRIX
2022-01-27,18.559999465942383,18.770000457763672,17.100000381469727,17.290000915527344,17.290000915527344,317000,NRIX
2022-01-28,16.809999465942383,18.15999984741211,16.670000076293945,17.65999984741211,17.65999984741211,504800,NRIX
2022-01-31,17.889999389648438,18.770000457763672,17.420000076293945,18.6200008392334,18.6200008392334,477400,NRIX
2022-02-01,18.639999389648438,19.100000381469727,18.18000030517578,18.950000762939453,18.950000762939453,348700,NRIX
2022-02-02,18.920000076293945,19.25,18.524999618530273,18.670000076293945,18.670000076293945,377500,NRIX
2022-02-03,18.059999465942383,18.940000534057617,17.399999618530273,17.639999389648438,17.639999389648438,304700,NRIX
2022-02-04,17.510000228881836,18.270000457763672,17.385000228881836,18.200000762939453,18.200000762939453,373000,NRIX
2022-02-07,18.239999771118164,19.18000030517578,18.1200008392334,18.959999084472656,18.959999084472656,356900,NRIX
2022-02-08,18.760000228881836,19.329999923706055,18.44499969482422,19.200000762939453,19.200000762939453,544200,NRIX
2022-02-09,19.020000457763672,19.9950008392334,19.020000457763672,19.690000534057617,19.690000534057617,322100,NRIX
2022-02-10,19.170000076293945,20.200000762939453,18.290000915527344,18.5,18.5,315000,NRIX
2022-02-11,18.59000015258789,18.809999465942383,17.15999984741211,17.579999923706055,17.579999923706055,221500,NRIX
2022-02-14,17.469999313354492,17.790000915527344,16.09000015258789,16.34000015258789,16.34000015258789,431000,NRIX
2022-02-15,16.81999969482422,17.860000610351562,16.81999969482422,17.579999923706055,17.579999923706055,272100,NRIX
2022-02-16,17.290000915527344,18.540000915527344,15.880000114440918,16.100000381469727,16.100000381469727,728600,NRIX
