,open,high,low,close,adjclose,volume,ticker
2021-12-31,5.119999885559082,5.215000152587891,4.739999771118164,4.980000019073486,4.980000019073486,28051800,DIDI
2022-01-03,4.820000171661377,5.329999923706055,4.800000190734863,5.25,5.25,12855000,DIDI
2022-01-04,5.230000019073486,5.309999942779541,4.980000019073486,5.0,5.0,14232400,DIDI
2022-01-05,4.940000057220459,5.135000228881836,4.900000095367432,5.019999980926514,5.019999980926514,28422100,DIDI
2022-01-06,5.039999961853027,5.059999942779541,4.699999809265137,4.699999809265137,4.699999809265137,23243600,DIDI
2022-01-07,4.760000228881836,4.824999809265137,4.414999961853027,4.5,4.5,25621100,DIDI
2022-01-10,4.389999866485596,4.619999885559082,4.179999828338623,4.489999771118164,4.489999771118164,34322700,DIDI
2022-01-11,4.5,5.039999961853027,4.460000038146973,4.900000095367432,4.900000095367432,23985800,DIDI
2022-01-12,5.130000114440918,5.239999771118164,4.914999961853027,4.960000038146973,4.960000038146973,24396000,DIDI
2022-01-13,4.940000057220459,4.949999809265137,4.630000114440918,4.670000076293945,4.670000076293945,19981400,DIDI
2022-01-14,4.5,4.699999809265137,4.420000076293945,4.670000076293945,4.670000076293945,24158900,DIDI
2022-01-18,4.539999961853027,4.900000095367432,4.519999980926514,4.78000020980835,4.78000020980835,14561700,DIDI
2022-01-19,4.860000133514404,5.034999847412109,4.739999771118164,5.010000228881836,5.010000228881836,21647500,DIDI
2022-01-20,5.150000095367432,5.480000019073486,5.130000114440918,5.360000133514404,5.360000133514404,35606800,DIDI
2022-01-21,5.210000038146973,5.210000038146973,4.809999942779541,4.860000133514404,4.860000133514404,17990600,DIDI
2022-01-24,4.670000076293945,4.769999980926514,4.53000020980835,4.760000228881836,4.760000228881836,13022800,DIDI
2022-01-25,4.514999866485596,4.570000171661377,4.289999961853027,4.289999961853027,4.289999961853027,26953100,DIDI
2022-01-26,4.369999885559082,4.429999828338623,4.03000020980835,4.070000171661377,4.070000171661377,25087000,DIDI
2022-01-27,4.070000171661377,4.159999847412109,3.859999895095825,3.9000000953674316,3.9000000953674316,20201400,DIDI
2022-01-28,3.859999895095825,3.930000066757202,3.549999952316284,3.7200000286102295,3.7200000286102295,43695200,DIDI
2022-01-31,3.809999942779541,3.9100000858306885,3.609999895095825,3.609999895095825,3.609999895095825,31543100,DIDI
2022-02-01,3.680000066757202,3.7300000190734863,3.559999942779541,3.609999895095825,3.609999895095825,18460300,DIDI
2022-02-02,3.5999999046325684,3.680000066757202,3.555000066757202,3.6600000858306885,3.6600000858306885,15713400,DIDI
2022-02-03,3.559999942779541,3.630000114440918,3.5,3.559999942779541,3.559999942779541,18956200,DIDI
2022-02-04,3.5299999713897705,3.5299999713897705,3.3299999237060547,3.4200000762939453,3.4200000762939453,22551400,DIDI
2022-02-07,3.440000057220459,3.634999990463257,3.369999885559082,3.549999952316284,3.549999952316284,18335900,DIDI
2022-02-08,3.5299999713897705,3.9749999046325684,3.4600000381469727,3.890000104904175,3.890000104904175,23982400,DIDI
2022-02-09,3.930000066757202,4.079999923706055,3.7799999713897705,3.9600000381469727,3.9600000381469727,18709200,DIDI
2022-02-10,4.03000020980835,4.570000171661377,3.990000009536743,4.309999942779541,4.309999942779541,50515000,DIDI
2022-02-11,4.179999828338623,4.199999809265137,3.9200000762939453,3.990000009536743,3.990000009536743,28987900,DIDI
2022-02-14,4.070000171661377,4.300000190734863,4.03000020980835,4.28000020980835,4.28000020980835,23892500,DIDI
2022-02-15,4.28000020980835,4.389999866485596,4.130000114440918,4.380000114440918,4.380000114440918,17278700,DIDI
2022-02-16,4.349999904632568,4.519999980926514,4.28000020980835,4.460000038146973,4.460000038146973,14874100,DIDI
2022-02-17,4.409999847412109,4.420000076293945,4.184999942779541,4.260000228881836,4.260000228881836,9504500,DIDI
2022-02-18,4.119999885559082,4.135000228881836,3.9600000381469727,4.03000020980835,4.03000020980835,16865800,DIDI
2022-02-22,3.9000000953674316,4.349999904632568,3.890000104904175,4.25,4.25,30215600,DIDI
2022-02-23,4.289999961853027,4.369999885559082,4.130000114440918,4.170000076293945,4.170000076293945,13725900,DIDI
2022-02-24,3.819999933242798,4.230000019073486,3.809999942779541,4.119999885559082,4.119999885559082,17117300,DIDI
2022-02-25,4.159999847412109,4.159999847412109,3.9800000190734863,4.090000152587891,4.090000152587891,13113300,DIDI
2022-02-28,4.0,4.135000228881836,3.940000057220459,4.099999904632568,4.099999904632568,34256700,DIDI
2022-03-01,4.059999942779541,4.170000076293945,4.019999980926514,4.079999923706055,4.079999923706055,11283300,DIDI
2022-03-02,4.059999942779541,4.099999904632568,3.9600000381469727,4.0,4.0,14357800,DIDI
2022-03-03,4.019999980926514,4.110000133514404,3.930000066757202,3.990000009536743,3.990000009536743,17124500,DIDI
2022-03-04,3.9800000190734863,4.099999904632568,3.9700000286102295,4.019999980926514,4.019999980926514,16358100,DIDI
2022-03-07,3.9100000858306885,4.099999904632568,3.869999885559082,4.0,4.0,23473800,DIDI
2022-03-08,3.924999952316284,3.924999952316284,3.5399999618530273,3.549999952316284,3.549999952316284,27864100,DIDI
2022-03-09,3.569999933242798,3.8299999237060547,3.4100000858306885,3.7799999713897705,3.7799999713897705,31586600,DIDI
2022-03-10,3.549999952316284,3.6700000762939453,3.3499999046325684,3.380000114440918,3.380000114440918,22914000,DIDI
2022-03-11,2.880000114440918,2.880000114440918,1.7100000381469727,1.8899999856948853,1.8899999856948853,239060000,DIDI
2022-03-14,1.899999976158142,2.0399999618530273,1.75,1.7599999904632568,1.7599999904632568,87259600,DIDI
2022-03-15,1.7699999809265137,1.9600000381469727,1.75,1.7999999523162842,1.7999999523162842,92216500,DIDI
2022-03-16,2.559999942779541,2.7200000286102295,2.4800000190734863,2.549999952316284,2.549999952316284,233382300,DIDI
2022-03-17,2.450000047683716,2.6500000953674316,2.3450000286102295,2.559999942779541,2.559999942779541,91304900,DIDI
2022-03-18,2.5899999141693115,4.210000038146973,2.559999942779541,4.090000152587891,4.090000152587891,410573500,DIDI
2022-03-21,3.8499999046325684,4.670000076293945,3.7200000286102295,4.159999847412109,4.159999847412109,160102200,DIDI
2022-03-22,4.360000133514404,4.449999809265137,3.9100000858306885,4.0,4.0,92007900,DIDI
2022-03-23,4.010000228881836,4.25,3.680000066757202,3.809999942779541,3.809999942779541,85008800,DIDI
2022-03-24,3.740000009536743,3.9700000286102295,3.680000066757202,3.799999952316284,3.799999952316284,31913600,DIDI
2022-03-25,3.4600000381469727,3.5,3.115000009536743,3.2699999809265137,3.2699999809265137,68925500,DIDI
2022-03-28,3.369999885559082,3.4100000858306885,2.9600000381469727,3.0199999809265137,3.0199999809265137,43061100,DIDI
2022-03-29,3.200000047683716,3.200000047683716,3.0,3.059999942779541,3.059999942779541,34300000,DIDI
